,text,labels,productCode,productName,oldCategory,oldType,productCategory,WRONG,asdadsa,ingredientList
123,"10324715Walmart Taste Of Nature Chocolate Chip Cookie Dough Bites, 4 Oz pantry candy & snacks snacks, chips, salsas & dips milk chocolate sugar, cocoa butter, whole milk, chocolate liquor, lactose, soy lecithin (an emulsifier), and vanillin (an artificial flavor), chocolate chipotle cookie dough wheat flour, sugar, partially hydrogenated vegetable oil (includes soybean and cottonseed oil), brown sugar, chocolate morsels (sugar, chocolate liquor, cocoa butter, soy lecithin (an emulsifier)), glycerine, natural flavors, salt, sodium bicarbonate, and resinous confectioner's glaze (shellac), corn syrup, gum arabic, tapioca dextrin, ",cookies & crackers,10324715Walmart,"Taste Of Nature Chocolate Chip Cookie Dough Bites, 4 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"milk chocolate sugar, cocoa butter, whole milk, chocolate liquor, lactose, soy lecithin (an emulsifier), and vanillin (an artificial flavor), chocolate chipotle cookie dough wheat flour, sugar, partially hydrogenated vegetable oil (includes soybean and cottonseed oil), brown sugar, chocolate morsels (sugar, chocolate liquor, cocoa butter, soy lecithin (an emulsifier)), glycerine, natural flavors, salt, sodium bicarbonate, and resinous confectioner's glaze (shellac), corn syrup, gum arabic, tapioca dextrin, "
124,"103432185Walmart Orville Redenbacher's Tender White Popcorn, 328 Oz, 12 Count pantry candy & snacks snacks, chips, salsas & dips whole grain popping corn, palm oil, salt, butter, mixed tocopherols (vitamin e for freshness), natural flavor contains milk",miscellaneous snacks,103432185Walmart,"Orville Redenbacher's Tender White Popcorn, 328 Oz, 12 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks,"whole grain popping corn, palm oil, salt, butter, mixed tocopherols (vitamin e for freshness), natural flavor contains milk"
125,"10403404Walmart Zachary Orange Slices, 32 Oz pantry candy & snacks snacks, chips, salsas & dips sugar, corn syrup, modified food starch, citric acid, sodium citrate, oil of orange, artificial color (fd&c yellow 6)","nuts, seeds & dried fruit",10403404Walmart,"Zachary Orange Slices, 32 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit ","sugar, corn syrup, modified food starch, citric acid, sodium citrate, oil of orange, artificial color (fd&c yellow 6)"
126,"10403408Walmart Zachary Assorted Fruit Slices, 32 Oz pantry candy & snacks snacks, chips, salsas & dips sugar, corn syrup, modified food starch, natural and artificial flavor, citric acid, sodium citrate, artificial color (including fd&c yellow 6, red 40, yellow 5, blue 1)","nuts, seeds & dried fruit",10403408Walmart,"Zachary Assorted Fruit Slices, 32 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit ","sugar, corn syrup, modified food starch, natural and artificial flavor, citric acid, sodium citrate, artificial color (including fd&c yellow 6, red 40, yellow 5, blue 1)"
127,"10403419Walmart Royal Dansk Danish Butter Cookies, 12 Oz pantry candy & snacks snacks, chips, salsas & dips wheat flour, butter (milk), sugar, desiccated coconut, invert sugar, salt, ammonium bicarbonate, natural flavor (vanilla)",cookies & crackers,10403419Walmart,"Royal Dansk Danish Butter Cookies, 12 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"wheat flour, butter (milk), sugar, desiccated coconut, invert sugar, salt, ammonium bicarbonate, natural flavor (vanilla)"
128,"104122189Walmart MM's Sharing Size Milk Chocolate Candy, 107 Oz pantry candy & snacks snacks, chips, salsas & dips milk chocolate (sugar, chocolate, skim milk, cocoa butter, lactose, milkfat, soy lecithin, salt, artificial flavors), sugar, cornstarch, less than 1% - corn syrup, dextrin, coloring (includes blue 1 lake, yellow 6, red 40, yellow 5, blue 1, red 40 lake, blue 2 lake, yellow 6 lake, yellow 5 lake, blue 2), gum acacia",candy & chocolate,104122189Walmart,"MM's Sharing Size Milk Chocolate Candy, 107 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"milk chocolate (sugar, chocolate, skim milk, cocoa butter, lactose, milkfat, soy lecithin, salt, artificial flavors), sugar, cornstarch, less than 1% - corn syrup, dextrin, coloring (includes blue 1 lake, yellow 6, red 40, yellow 5, blue 1, red 40 lake, blue 2 lake, yellow 6 lake, yellow 5 lake, blue 2), gum acacia"
129,"104189385Instacart RXBAR Peanut Butter pantry candy & snacks snacks, chips, salsas & dips dates, peanuts, egg whites, natural flavs, sea salt","salsas, dips & spreads",104189385Instacart,RXBAR Peanut Butter,pantry,candy & snacks,"snacks, chips, salsas & dips",,"salsas, dips & spreads ","dates, peanuts, egg whites, natural flavs, sea salt"
130,"104217478Walmart Juicy Drop Gum Sweet Bubble Sour Gel pantry candy & snacks snacks, chips, salsas & dips gum sugar, gum base, glucose syrup, contains 2% or less of citric acid, artificial flavor, malic acid, glycerol, blue 1, yellow 5, bht (preservative) gel sugar, dextrin, water, glucose syrup, malic acid, gum arabic, pectin, sodium citrate, natural & artificial flavors, potassium sorbate (preservative), titanium dioxide (color), yellow 5, blue 1",candy & chocolate,104217478Walmart,Juicy Drop Gum Sweet Bubble Sour Gel,pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"gum sugar, gum base, glucose syrup, contains 2% or less of citric acid, artificial flavor, malic acid, glycerol, blue 1, yellow 5, bht (preservative) gel sugar, dextrin, water, glucose syrup, malic acid, gum arabic, pectin, sodium citrate, natural & artificial flavors, potassium sorbate (preservative), titanium dioxide (color), yellow 5, blue 1"
131,"104419961Instacart Unreal Milk Chocolate Gems pantry candy & snacks snacks, chips, salsas & dips contas milk made  a facility that handles peanuts, soy, tree nuts, wheat",candy & chocolate,104419961Instacart,Unreal Milk Chocolate Gems,pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"contas milk made  a facility that handles peanuts, soy, tree nuts, wheat"
132,"10447924Walmart Orville Redenbacher's Naturals Simply Salted Microwave Popcorn, 329 Oz, 6 Count pantry candy & snacks snacks, chips, salsas & dips whole grain popping corn, palm oil, salt, mixed tocopherols (vitamin e for freshness)",miscellaneous snacks,10447924Walmart,"Orville Redenbacher's Naturals Simply Salted Microwave Popcorn, 329 Oz, 6 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks,"whole grain popping corn, palm oil, salt, mixed tocopherols (vitamin e for freshness)"
133,"10448116Walmart Storck Werther's Original Caramel Hard Candies, 34 Oz pantry candy & snacks snacks, chips, salsas & dips sugar, glucose syrup (from wheat or corn), cream butter, whey, salt, emulsifier soy lecithin, artificially flavored w/vanillin allergy information contains milk, soybeans & wheat",candy & chocolate,10448116Walmart,"Storck Werther's Original Caramel Hard Candies, 34 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sugar, glucose syrup (from wheat or corn), cream butter, whey, salt, emulsifier soy lecithin, artificially flavored w/vanillin allergy information contains milk, soybeans & wheat"
134,"10448120Walmart Storck Werther's Original SugarFree Caramel Hard Candies, 275 Oz pantry candy & snacks snacks, chips, salsas & dips isomalt, butter, cream, salt, artificial flavoring, soy lecithin emulsifier, sweetener acesulfame-k",candy & chocolate,10448120Walmart,"Storck Werther's Original SugarFree Caramel Hard Candies, 275 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"isomalt, butter, cream, salt, artificial flavoring, soy lecithin emulsifier, sweetener acesulfame-k"
135,"10448216Walmart Entenmann's Little Bites Chocolate Chip Mini Muffins, 5 Pouches pantry candy & snacks snacks, chips, salsas & dips sugar, bleached wheat flour, water, soybean oil, chocolate chips (sugar, chocolate liquor, cocoa butter, dextrose, chocolate liquor (processed with alkali), soy lecithin, vanillin), eggs, modified cornstarch, dextrose, whey (milk), fructose, glycerin, leavening (baking soda, sodium phosphate, sodium acid pyrophosphate, monocalcium phosphate), artificial flavor, mono and diglycerides, salt, corn flour, sodium stearoyl lactylate, sorbitan monostearate, potassium sorbate (preservative), xanthan gum, soy lecith",miscellaneous snacks,10448216Walmart,"Entenmann's Little Bites Chocolate Chip Mini Muffins, 5 Pouches",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks,"sugar, bleached wheat flour, water, soybean oil, chocolate chips (sugar, chocolate liquor, cocoa butter, dextrose, chocolate liquor (processed with alkali), soy lecithin, vanillin), eggs, modified cornstarch, dextrose, whey (milk), fructose, glycerin, leavening (baking soda, sodium phosphate, sodium acid pyrophosphate, monocalcium phosphate), artificial flavor, mono and diglycerides, salt, corn flour, sodium stearoyl lactylate, sorbitan monostearate, potassium sorbate (preservative), xanthan gum, soy lecith"
136,"10448351Walmart Great Value Roasted Salted Cocktail Peanuts, 35 Oz pantry candy & snacks snacks, chips, salsas & dips peanuts, vegetable oil (peanut, cottonseed, soybean , sunflower seed), sea salt","nuts, seeds & dried fruit",10448351Walmart,"Great Value Roasted Salted Cocktail Peanuts, 35 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit ","peanuts, vegetable oil (peanut, cottonseed, soybean , sunflower seed), sea salt"
137,"10448380Walmart Great Value Honey Roasted Peanuts, 345 Oz pantry candy & snacks snacks, chips, salsas & dips peanuts, sugar, honey, vegetable oil (peanut, cottonseed, soybean , sunflower seed), salt, modified potato starch, maltodextrin, xanthan gum","nuts, seeds & dried fruit",10448380Walmart,"Great Value Honey Roasted Peanuts, 345 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit ","peanuts, sugar, honey, vegetable oil (peanut, cottonseed, soybean , sunflower seed), salt, modified potato starch, maltodextrin, xanthan gum"
138,"10448404Walmart Great Value Roasted Salted Cocktail Peanuts, 16 oz pantry candy & snacks snacks, chips, salsas & dips peanuts, vegetable oil (peanut, cottonseed, soybean , sunflower seed), sea salt","nuts, seeds & dried fruit",10448404Walmart,"Great Value Roasted Salted Cocktail Peanuts, 16 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit ","peanuts, vegetable oil (peanut, cottonseed, soybean , sunflower seed), sea salt"
139,"10448531Walmart Great Value Dry Roasted Salted with Sea Salt Peanuts, 16 Oz pantry candy & snacks snacks, chips, salsas & dips peanuts, contains 2% or less of the following sea salt, sugar, cornstarch, maltodextrin, corn syrup solids, smoked torula yeast, paprika (color), spice, garlic powder, onion powder","nuts, seeds & dried fruit",10448531Walmart,"Great Value Dry Roasted Salted with Sea Salt Peanuts, 16 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit ","peanuts, contains 2% or less of the following sea salt, sugar, cornstarch, maltodextrin, corn syrup solids, smoked torula yeast, paprika (color), spice, garlic powder, onion powder"
140,"10448544Walmart Hines Valencia Raw Peanuts, 16 oz pantry candy & snacks snacks, chips, salsas & dips in the shell peanuts","nuts, seeds & dried fruit",10448544Walmart,"Hines Valencia Raw Peanuts, 16 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit ",in the shell peanuts
141,"10449423Walmart Bimbo Roles De Canela Con Pasas Cinnamon Rolls With Raisins, 6 count pantry candy & snacks snacks, chips, salsas & dips wheat flour, water, high fructose corn syrup, sugar, raisins, egg, glucose, yeast, palm and canola oil, nonfat milk, cottonseed oil, polydextrose, vegetable oil spread (soybean oil, palm stearin, hydrogenated palm oil, palm stearin, hydrogenated palm oil, water, salt, soy lecithin, mono & diglycerides, artificial flavor, sodium benzoate (preservative), citric acid, annatto color), propylene glycol, mono & diglycerides, polyglycerol esters, potassium stearate, glycerol, wheat gluten, cinnamon, iodized salt, ","nuts, seeds & dried fruit",10449423Walmart,"Bimbo Roles De Canela Con Pasas Cinnamon Rolls With Raisins, 6 count",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit ","wheat flour, water, high fructose corn syrup, sugar, raisins, egg, glucose, yeast, palm and canola oil, nonfat milk, cottonseed oil, polydextrose, vegetable oil spread (soybean oil, palm stearin, hydrogenated palm oil, palm stearin, hydrogenated palm oil, water, salt, soy lecithin, mono & diglycerides, artificial flavor, sodium benzoate (preservative), citric acid, annatto color), propylene glycol, mono & diglycerides, polyglycerol esters, potassium stearate, glycerol, wheat gluten, cinnamon, iodized salt, "
142,"10449671Walmart Murray SugarFree Vanilla Wafer Cookies, 9 Oz pantry candy & snacks snacks, chips, salsas & dips enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate vitamin b 1, riboflavin vitamin b2, folic acid), vegetable oil (soybean, palm and palm kernel oil with tbhq for freshness), polydextrose, sorbitol (excess consumption may have a laxative effect), maltodextrin, contains two percent or less of soy lecithin, artificial vanilla flavor, salt, acesulfame potassium, baking soda, sucralose, yellow 5, yellow 6, red 40",cookies & crackers,10449671Walmart,"Murray SugarFree Vanilla Wafer Cookies, 9 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers ,"enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate vitamin b 1, riboflavin vitamin b2, folic acid), vegetable oil (soybean, palm and palm kernel oil with tbhq for freshness), polydextrose, sorbitol (excess consumption may have a laxative effect), maltodextrin, contains two percent or less of soy lecithin, artificial vanilla flavor, salt, acesulfame potassium, baking soda, sucralose, yellow 5, yellow 6, red 40"
143,"10449889Walmart Almond Joy Snack Size Milk Chocolate Coconut Candy, 201 Oz pantry candy & snacks snacks, chips, salsas & dips corn syrup, milk chocolate (sugar, cocoa butter, chocolate, milk, lactose, milk fat, nonfat milk, lecithin (soy), pgpr emulsifier), coconut, sugar, almonds, contains 2% or less of vegetable oil (palm kernel oil, sunflower oil, palm oil), cocoa, whey (milk), salt, hydrolyzed milk protein, lecithin (soy), sodium metabisulfite to maintain freshness",candy & chocolate,10449889Walmart,"Almond Joy Snack Size Milk Chocolate Coconut Candy, 201 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"corn syrup, milk chocolate (sugar, cocoa butter, chocolate, milk, lactose, milk fat, nonfat milk, lecithin (soy), pgpr emulsifier), coconut, sugar, almonds, contains 2% or less of vegetable oil (palm kernel oil, sunflower oil, palm oil), cocoa, whey (milk), salt, hydrolyzed milk protein, lecithin (soy), sodium metabisulfite to maintain freshness"
144,"10449915Walmart Hershey's Reese's and KitKat Assortment Chocolate Mix Party Bag, 40 Oz pantry candy & snacks snacks, chips, salsas & dips kit kat wafer bars miniatures   sugar, wheat flour, nonfat milk, cocoa butter, chocolate, palm kernel oil, milk fat, lactose (milk), contains 2% or less of  lecithin (soy), pgpr (emulsifier), vanillin, artificial flavor, salt, yeast, baking soda,reese's peanut butter cups miniatures   milk chocolate sugar, cocoa butter, chocolate, nonfat milk, milk fat, lactose, lecithin (soy), pgpr (emulsifier), peanuts, sugar, dextrose, salt, tbhq and citric acid to maintain freshness",candy & chocolate,10449915Walmart,"Hershey's Reese's and KitKat Assortment Chocolate Mix Party Bag, 40 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"kit kat wafer bars miniatures   sugar, wheat flour, nonfat milk, cocoa butter, chocolate, palm kernel oil, milk fat, lactose (milk), contains 2% or less of  lecithin (soy), pgpr (emulsifier), vanillin, artificial flavor, salt, yeast, baking soda,reese's peanut butter cups miniatures   milk chocolate sugar, cocoa butter, chocolate, nonfat milk, milk fat, lactose, lecithin (soy), pgpr (emulsifier), peanuts, sugar, dextrose, salt, tbhq and citric acid to maintain freshness"
145,"10449916Walmart Hershey's SugarFree Caramel Filled Chocolates, 3 Oz pantry candy & snacks snacks, chips, salsas & dips maltitol, maltitol syrup, cocoa butter, chocolate, polydextrose, cream (milk), polyglucitol, contains 2% or less of milk fat, calcium carbonate, palm kernel oil, cocoa processed with alkali, milk protein concentrate, maltodextrin, sodium caseinate (milk), natural and artificial flavor, soy lecithin, dairy butter (milk), glycerin, pgpr, emulsifier, salt, disodium phosphate, potassium sorbate (preservative), carrageenan",candy & chocolate,10449916Walmart,"Hershey's SugarFree Caramel Filled Chocolates, 3 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"maltitol, maltitol syrup, cocoa butter, chocolate, polydextrose, cream (milk), polyglucitol, contains 2% or less of milk fat, calcium carbonate, palm kernel oil, cocoa processed with alkali, milk protein concentrate, maltodextrin, sodium caseinate (milk), natural and artificial flavor, soy lecithin, dairy butter (milk), glycerin, pgpr, emulsifier, salt, disodium phosphate, potassium sorbate (preservative), carrageenan"
146,"10449921Walmart Reese's Snack Size Peanut Butter Cups Chocolate Candy, 195 Oz pantry candy & snacks snacks, chips, salsas & dips milk chocolate (sugar, cocoa butter, chocolate, nonfat milk, milk fat, lactose, lecithin soy, pgpr emulsifier), peanuts, sugar, dextrose, salt, tbhq and citric acid to maintain freshness",candy & chocolate,10449921Walmart,"Reese's Snack Size Peanut Butter Cups Chocolate Candy, 195 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"milk chocolate (sugar, cocoa butter, chocolate, nonfat milk, milk fat, lactose, lecithin soy, pgpr emulsifier), peanuts, sugar, dextrose, salt, tbhq and citric acid to maintain freshness"
147,"10449923Walmart Reese's Peanut Butter Chocolate Candy, 84 Oz, 6 Count pantry candy & snacks snacks, chips, salsas & dips milk chocolate (sugar, cocoa butter, chocolate, nonfat milk milk fat, lactose, soy lecithin, pgpr, emulsifier), peanuts, sugar, dextrose, salt, tbhq (preservative)",candy & chocolate,10449923Walmart,"Reese's Peanut Butter Chocolate Candy, 84 Oz, 6 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"milk chocolate (sugar, cocoa butter, chocolate, nonfat milk milk fat, lactose, soy lecithin, pgpr, emulsifier), peanuts, sugar, dextrose, salt, tbhq (preservative)"
148,"10449925Walmart Reese's Peanut Butter Miniatures Chocolate Candy, 40 Oz pantry candy & snacks snacks, chips, salsas & dips milk chocolate (sugar, cocoa butter, chocolate, nonfat milk, milk fat, lactose, lecithin (soy), pgpr emulfisfier), peanuts, sugar, dextrose, salt, tbhq and citric acid to maintain freshness",candy & chocolate,10449925Walmart,"Reese's Peanut Butter Miniatures Chocolate Candy, 40 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"milk chocolate (sugar, cocoa butter, chocolate, nonfat milk, milk fat, lactose, lecithin (soy), pgpr emulfisfier), peanuts, sugar, dextrose, salt, tbhq and citric acid to maintain freshness"
149,"10449934Walmart Breath Savers SugarFree Spearmint Mints, 6 Oz pantry candy & snacks snacks, chips, salsas & dips sorbitol, magnesium stearate, aspartame (phenylketonurics contains phenylalanine), natural flavor, medium chain triglycerides, zinc gluconate, artificial color (yellow 5 lake, blue 1 lake), polysorbate 80",candy & chocolate,10449934Walmart,"Breath Savers SugarFree Spearmint Mints, 6 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sorbitol, magnesium stearate, aspartame (phenylketonurics contains phenylalanine), natural flavor, medium chain triglycerides, zinc gluconate, artificial color (yellow 5 lake, blue 1 lake), polysorbate 80"
150,"10450462Walmart Payday Peanut Caramel Candy Bars Snack Size, 203 Oz pantry candy & snacks snacks, chips, salsas & dips peanuts, cane sugar, corn syrup, nonfat milk, vegetable oil (palm and sunflower oil), contains 2% or less of salt, carrageenan, mono- and diglycerides",candy & chocolate,10450462Walmart,"Payday Peanut Caramel Candy Bars Snack Size, 203 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"peanuts, cane sugar, corn syrup, nonfat milk, vegetable oil (palm and sunflower oil), contains 2% or less of salt, carrageenan, mono- and diglycerides"
151,"10451196Walmart Dubble Bubble Gum, 16 Oz pantry candy & snacks snacks, chips, salsas & dips sugar, dextrose, corn syrup, gum base, artificial flavors, artificial color (fd&c red 3), corn starch, bht (to maintain freshness)",candy & chocolate,10451196Walmart,"Dubble Bubble Gum, 16 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sugar, dextrose, corn syrup, gum base, artificial flavors, artificial color (fd&c red 3), corn starch, bht (to maintain freshness)"
152,"10451391Walmart Snack Factory Pretzel Crisps, Original, 72 Oz pantry candy & snacks snacks, chips, salsas & dips wheat flour, sugar, salt, malt syrup contains wheat made in a facility that processes milk and soy",chips,10451391Walmart,"Snack Factory Pretzel Crisps, Original, 72 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips,"wheat flour, sugar, salt, malt syrup contains wheat made in a facility that processes milk and soy"
153,"10451393Walmart Snack Factory Pretzel Crisps, Buffalo Wing, 72 Oz pantry candy & snacks snacks, chips, salsas & dips wheat flour, seasoning (whey, maltodextrin, salt, monosodium glutamate, sodium diacetate, dextrose, cayenne pepper sauce (cayenne peppers, vinegar, spice, citric acid, paprika extract (color), spice extract, disodium inosinate, disodium guanylate, sunflower oil, and less than 2% silicon dioxide anti-caking agent), soybean oil, sugar, salt, malt syrup contains milk, wheat made in a facility that processes soy",chips,10451393Walmart,"Snack Factory Pretzel Crisps, Buffalo Wing, 72 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips,"wheat flour, seasoning (whey, maltodextrin, salt, monosodium glutamate, sodium diacetate, dextrose, cayenne pepper sauce (cayenne peppers, vinegar, spice, citric acid, paprika extract (color), spice extract, disodium inosinate, disodium guanylate, sunflower oil, and less than 2% silicon dioxide anti-caking agent), soybean oil, sugar, salt, malt syrup contains milk, wheat made in a facility that processes soy"
154,"10451394Walmart Snack Factory Pretzel Crisps, Everything, 72 Oz pantry candy & snacks snacks, chips, salsas & dips wheat flour, sugar, seasoning (sesame seeds, salt, poppy seeds, dehydrated onion, dehydrated garlic, caraway seeds), malt syrup contains wheat made in a facility that processes milk and soy",chips,10451394Walmart,"Snack Factory Pretzel Crisps, Everything, 72 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips,"wheat flour, sugar, seasoning (sesame seeds, salt, poppy seeds, dehydrated onion, dehydrated garlic, caraway seeds), malt syrup contains wheat made in a facility that processes milk and soy"
155,"10451465Walmart Calbee Shrimp Flavored Chips, 4 oz pantry candy & snacks snacks, chips, salsas & dips wheat flour, palm oil, shrimp, corn starch, tapioca starch, sugar, salt, and leavening (sodium carbonate, sodium bicarbonate, potassium bitartrate, ammonium sulfate, ammonium bicarbonate, monosodium glutamate, corn starch)",chips,10451465Walmart,"Calbee Shrimp Flavored Chips, 4 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips,"wheat flour, palm oil, shrimp, corn starch, tapioca starch, sugar, salt, and leavening (sodium carbonate, sodium bicarbonate, potassium bitartrate, ammonium sulfate, ammonium bicarbonate, monosodium glutamate, corn starch)"
156,"10451484Walmart Ricos Nacho Cheese Sauce, 4 ct pantry candy & snacks snacks, chips, salsas & dips cheese whey, partially hydrogenated soybean oil, modified food starch, cheese (cheddar and blue cheese (cultured milk, salt and enzymes)), jalapeno peppers, sodium phosphate, salt, maltodextrin, monosodium glutamate, vinegar, natural flavors, mono and diglycerides, sodium stearoyl lactylate, color added (including caramel color, yellow 5 and yellow 6)","salsas, dips & spreads",10451484Walmart,"Ricos Nacho Cheese Sauce, 4 ct",pantry,candy & snacks,"snacks, chips, salsas & dips",,"salsas, dips & spreads ","cheese whey, partially hydrogenated soybean oil, modified food starch, cheese (cheddar and blue cheese (cultured milk, salt and enzymes)), jalapeno peppers, sodium phosphate, salt, maltodextrin, monosodium glutamate, vinegar, natural flavors, mono and diglycerides, sodium stearoyl lactylate, color added (including caramel color, yellow 5 and yellow 6)"
157,"10451530Walmart Hines Valencia Salted Peanuts, 16 oz pantry candy & snacks snacks, chips, salsas & dips peanuts, salt","nuts, seeds & dried fruit",10451530Walmart,"Hines Valencia Salted Peanuts, 16 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit ","peanuts, salt"
158,"10451531Walmart Hines Roasted Jumbo Virginia Peanuts, 16 oz pantry candy & snacks snacks, chips, salsas & dips peanuts","nuts, seeds & dried fruit",10451531Walmart,"Hines Roasted Jumbo Virginia Peanuts, 16 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit ",peanuts
159,"10451961Walmart Hampton Farms Roasted Salted Peanuts, 20 Oz pantry candy & snacks snacks, chips, salsas & dips peanuts, salt","nuts, seeds & dried fruit",10451961Walmart,"Hampton Farms Roasted Salted Peanuts, 20 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit ","peanuts, salt"
160,"10452231Walmart Hershey's Giant Milk Chocolate Candy Bar, 7 Oz pantry candy & snacks snacks, chips, salsas & dips milk chocolate cane sugar, milk, chocolate, cocoa butter, milk fat, lecithin (soy), natural flavor",candy & chocolate,10452231Walmart,"Hershey's Giant Milk Chocolate Candy Bar, 7 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"milk chocolate cane sugar, milk, chocolate, cocoa butter, milk fat, lecithin (soy), natural flavor"
161,"10452232Walmart Hershey's Giant Milk Chocolate with Almonds Candy Bar, 68 Oz pantry candy & snacks snacks, chips, salsas & dips milk chocolate cane sugar, milk, chocolate, cocoa butter, milk fat, lecithin (soy), natural flavor, chopped almonds, sunflower oil",candy & chocolate,10452232Walmart,"Hershey's Giant Milk Chocolate with Almonds Candy Bar, 68 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"milk chocolate cane sugar, milk, chocolate, cocoa butter, milk fat, lecithin (soy), natural flavor, chopped almonds, sunflower oil"
162,"10452233Walmart Hershey's Mr Goodbar Gaint Milk Chocolate with Peanuts Candy Bar, 7 Oz pantry candy & snacks snacks, chips, salsas & dips sugar, peanuts vegetable oil (cocoa butter, palm, shea, sunflower , safflower oil), chocolate, nonfat milk, whey (milk) contains 2% or less of cocoa butter, milk fat milk, lactose 9milk), soy lecithin, cocoa processed with alkali, salt, vanillin, artificial flavor, pgpr, emulsifier",candy & chocolate,10452233Walmart,"Hershey's Mr Goodbar Gaint Milk Chocolate with Peanuts Candy Bar, 7 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sugar, peanuts vegetable oil (cocoa butter, palm, shea, sunflower , safflower oil), chocolate, nonfat milk, whey (milk) contains 2% or less of cocoa butter, milk fat milk, lactose 9milk), soy lecithin, cocoa processed with alkali, salt, vanillin, artificial flavor, pgpr, emulsifier"
163,"10452234Walmart Hershey's Giant Special Dark Chocolate Candy Bar, 68 Oz pantry candy & snacks snacks, chips, salsas & dips sugar, chocolate, cocoa butter, milk fat, cocoa processed with alkali, lecithin (soy), natural flavor, milk",candy & chocolate,10452234Walmart,"Hershey's Giant Special Dark Chocolate Candy Bar, 68 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sugar, chocolate, cocoa butter, milk fat, cocoa processed with alkali, lecithin (soy), natural flavor, milk"
164,"10452235Walmart Hershey's Symphony Giant Milk Chocolate Bar, 68 Oz pantry candy & snacks snacks, chips, salsas & dips milk chocolate (sugar, milk, cocoa butter, chocolate, milk fat, lecithin (soy), pgpr emulsifier, vanillin, artificial flavor)",candy & chocolate,10452235Walmart,"Hershey's Symphony Giant Milk Chocolate Bar, 68 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"milk chocolate (sugar, milk, cocoa butter, chocolate, milk fat, lecithin (soy), pgpr emulsifier, vanillin, artificial flavor)"
