,label,text
10,prepared sides,"BUITONI Three Cheese Tortellini Refrigerated Pasta 20 oz Pack BUITONI Three Cheese Tortellini Refrigerated Pasta 20 oz Pack BUITONI Three Cheese Tortellini Refrigerated Pasta 20 oz Pack BUITONI Three Cheese Tortellini Refrigerated Pasta 20 oz Pack BUITONI Three Cheese Tortellini Refrigerated Pasta 20 oz Pack BUITONI Three Cheese Tortellini Refrigerated Pasta 20 oz Pack BUITONI Three Cheese Tortellini Refrigerated Pasta 20 oz Pack dough ground durum wheat, water, eggs filling ricotta cheese (whey, milk, cream, vinegar, salt), wheat flour, romano cheese (cultured pasteurized part skim cow's milk, salt, enzymes), water, parmesan cheese (cultured pasteurized part-skim milk, salt, enzymes), canola oil, skim milk, salt,  parmesan cheese paste ( cultured part skim milk, salt, enzymes, water, sodium phosphate, enzymes), yeast, cream powder, spice, sunflower oil, natural flavor, sugar dough ground durum wheat, water, eggs filling ricotta cheese (whey, milk, cream, vinegar, salt), wheat flour, romano cheese (cultured pasteurized part skim cow's milk, salt, enzymes), water, parmesan cheese (cultured pasteurized part-skim milk, salt, enzymes), canola oil, skim milk, salt,  parmesan cheese paste ( cultured part skim milk, salt, enzymes, water, sodium phosphate, enzymes), yeast, cream powder, spice, sunflower oil, natural flavor, sugar dough ground durum wheat, water, eggs filling ricotta cheese (whey, milk, cream, vinegar, salt), wheat flour, romano cheese (cultured pasteurized part skim cow's milk, salt, enzymes), water, parmesan cheese (cultured pasteurized part-skim milk, salt, enzymes), canola oil, skim milk, salt,  parmesan cheese paste ( cultured part skim milk, salt, enzymes, water, sodium phosphate, enzymes), yeast, cream powder, spice, sunflower oil, natural flavor, sugar "
11,prepared sides,"BUITONI Four Cheese Ravioli Refrigerated Pasta 20 oz Pack BUITONI Four Cheese Ravioli Refrigerated Pasta 20 oz Pack BUITONI Four Cheese Ravioli Refrigerated Pasta 20 oz Pack BUITONI Four Cheese Ravioli Refrigerated Pasta 20 oz Pack BUITONI Four Cheese Ravioli Refrigerated Pasta 20 oz Pack BUITONI Four Cheese Ravioli Refrigerated Pasta 20 oz Pack BUITONI Four Cheese Ravioli Refrigerated Pasta 20 oz Pack dough ground durum wheat, eggs, water, salt filling romano cheese made from cow's milk (cultured pasteurized milk, salt, enzymes), wheat flour, water, canola oil, low-moisture part-skim mozzarella cheese (cultured part-skim milk, salt, enzymes), ricotta cheese (whey, milk, cream, vinegar, salt), parmesan cheese (cultured milk, salt, enzymes), enzyme modified cheddar cheese paste (cheddar cheese cultured milk, salt, enzymes), salt, onion powder, yeast, cream powder, sugar, spice, natural flavor, sunflower oi dough ground durum wheat, eggs, water, salt filling romano cheese made from cow's milk (cultured pasteurized milk, salt, enzymes), wheat flour, water, canola oil, low-moisture part-skim mozzarella cheese (cultured part-skim milk, salt, enzymes), ricotta cheese (whey, milk, cream, vinegar, salt), parmesan cheese (cultured milk, salt, enzymes), enzyme modified cheddar cheese paste (cheddar cheese cultured milk, salt, enzymes), salt, onion powder, yeast, cream powder, sugar, spice, natural flavor, sunflower oi dough ground durum wheat, eggs, water, salt filling romano cheese made from cow's milk (cultured pasteurized milk, salt, enzymes), wheat flour, water, canola oil, low-moisture part-skim mozzarella cheese (cultured part-skim milk, salt, enzymes), ricotta cheese (whey, milk, cream, vinegar, salt), parmesan cheese (cultured milk, salt, enzymes), enzyme modified cheddar cheese paste (cheddar cheese cultured milk, salt, enzymes), salt, onion powder, yeast, cream powder, sugar, spice, natural flavor, sunflower oi "
12,prepared sides,"El Monterey XX Large Beef Bean Burrito 9 oz Bag El Monterey XX Large Beef Bean Burrito 9 oz Bag El Monterey XX Large Beef Bean Burrito 9 oz Bag El Monterey XX Large Beef Bean Burrito 9 oz Bag El Monterey XX Large Beef Bean Burrito 9 oz Bag El Monterey XX Large Beef Bean Burrito 9 oz Bag El Monterey XX Large Beef Bean Burrito 9 oz Bag water, enriched wheat flour (enriched with niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), beef, beans, vegetable oil (soybean, canola, palm , corn oil), contains 2% or less textured vegetable protein (soy flour, caramel color), isolated pea product, salt, chili pepper, cultured sugar, dough conditioners (yeast, wheat gluten, sugar, guar gum, food starch, sodium metabisulfite), glucono delta-lactone, spices, flavor, savory flavor (yeast extract, soy sauce (wheat, soybeans, salt), maltode water, enriched wheat flour (enriched with niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), beef, beans, vegetable oil (soybean, canola, palm , corn oil), contains 2% or less textured vegetable protein (soy flour, caramel color), isolated pea product, salt, chili pepper, cultured sugar, dough conditioners (yeast, wheat gluten, sugar, guar gum, food starch, sodium metabisulfite), glucono delta-lactone, spices, flavor, savory flavor (yeast extract, soy sauce (wheat, soybeans, salt), maltode water, enriched wheat flour (enriched with niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), beef, beans, vegetable oil (soybean, canola, palm , corn oil), contains 2% or less textured vegetable protein (soy flour, caramel color), isolated pea product, salt, chili pepper, cultured sugar, dough conditioners (yeast, wheat gluten, sugar, guar gum, food starch, sodium metabisulfite), glucono delta-lactone, spices, flavor, savory flavor (yeast extract, soy sauce (wheat, soybeans, salt), maltode "
13,prepared sides,"El Monterey XXLarge Bean Cheese Burrito 10ozWrapper El Monterey XXLarge Bean Cheese Burrito 10ozWrapper El Monterey XXLarge Bean Cheese Burrito 10ozWrapper El Monterey XXLarge Bean Cheese Burrito 10ozWrapper El Monterey XXLarge Bean Cheese Burrito 10ozWrapper El Monterey XXLarge Bean Cheese Burrito 10ozWrapper El Monterey XXLarge Bean Cheese Burrito 10ozWrapper water, wheat flour (enriched with niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), beef, beans, green chili puree (with citric acid), vegetable oil (soybean, sunflower, canola , corn oil), contains 2% or less textured vegetable protein (soy flour, caramel color), isolated pea product, jalapeno peppers (with salt, acetic acid, water, calcium chloride), salt, cultured sugar, dough conditioners (salt, yeast, cellulose gum, guar gum, wheat starch, enzymes, sodium metabisulfite, sodium stearoy water, wheat flour (enriched with niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), beef, beans, green chili puree (with citric acid), vegetable oil (soybean, sunflower, canola , corn oil), contains 2% or less textured vegetable protein (soy flour, caramel color), isolated pea product, jalapeno peppers (with salt, acetic acid, water, calcium chloride), salt, cultured sugar, dough conditioners (salt, yeast, cellulose gum, guar gum, wheat starch, enzymes, sodium metabisulfite, sodium stearoy water, wheat flour (enriched with niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), beef, beans, green chili puree (with citric acid), vegetable oil (soybean, sunflower, canola , corn oil), contains 2% or less textured vegetable protein (soy flour, caramel color), isolated pea product, jalapeno peppers (with salt, acetic acid, water, calcium chloride), salt, cultured sugar, dough conditioners (salt, yeast, cellulose gum, guar gum, wheat starch, enzymes, sodium metabisulfite, sodium stearoy "
14,prepared sides,"Bob Evans Garlic Mashed Potatoes, 24 oz Bob Evans Garlic Mashed Potatoes, 24 oz Bob Evans Garlic Mashed Potatoes, 24 oz Bob Evans Garlic Mashed Potatoes, 24 oz Bob Evans Garlic Mashed Potatoes, 24 oz Bob Evans Garlic Mashed Potatoes, 24 oz Bob Evans Garlic Mashed Potatoes, 24 oz potatoes, milk, butter (cream, salt), margarine (soybean oil, water, salt, whey solids, hydrogenated cottonseed oil, vegetable mono and diglycerides, soy lecithin, sodium benzoate preservative, citric acid, artificial flavor, vitamin a palmitate, diacetyl tartaric acid of ester of mono and diglycerides, calcium silicate anticaking agent), water, contains less than 2% of the following salt, preservative (artificial color, potassium sorbate, salt, and soybean oil), garlic powder, sodium acid pyrophosphate nat potatoes, milk, butter (cream, salt), margarine (soybean oil, water, salt, whey solids, hydrogenated cottonseed oil, vegetable mono and diglycerides, soy lecithin, sodium benzoate preservative, citric acid, artificial flavor, vitamin a palmitate, diacetyl tartaric acid of ester of mono and diglycerides, calcium silicate anticaking agent), water, contains less than 2% of the following salt, preservative (artificial color, potassium sorbate, salt, and soybean oil), garlic powder, sodium acid pyrophosphate nat potatoes, milk, butter (cream, salt), margarine (soybean oil, water, salt, whey solids, hydrogenated cottonseed oil, vegetable mono and diglycerides, soy lecithin, sodium benzoate preservative, citric acid, artificial flavor, vitamin a palmitate, diacetyl tartaric acid of ester of mono and diglycerides, calcium silicate anticaking agent), water, contains less than 2% of the following salt, preservative (artificial color, potassium sorbate, salt, and soybean oil), garlic powder, sodium acid pyrophosphate nat "
15,prepared sides,"Bob Evans Original Mashed Potatoes, 24 oz Bob Evans Original Mashed Potatoes, 24 oz Bob Evans Original Mashed Potatoes, 24 oz Bob Evans Original Mashed Potatoes, 24 oz Bob Evans Original Mashed Potatoes, 24 oz Bob Evans Original Mashed Potatoes, 24 oz Bob Evans Original Mashed Potatoes, 24 oz potatoes, milk, butter (cream, salt), margarine (soybean oil, water, salt, whey solids, hydrogenated cottonseed oil, vegetable mono and diglycerides, soy lecithin, sodium benzoate preservative, citric acid, artificial flavor, vitamin a palmitate, diacetyl tartaric acid of ester of mono and diglycerides, calcium silicate anticaking agent), preservative (artificial color, potassium sorbate, salt, and soybean oil), sodium acid pyrophosphate, spice potatoes, milk, butter (cream, salt), margarine (soybean oil, water, salt, whey solids, hydrogenated cottonseed oil, vegetable mono and diglycerides, soy lecithin, sodium benzoate preservative, citric acid, artificial flavor, vitamin a palmitate, diacetyl tartaric acid of ester of mono and diglycerides, calcium silicate anticaking agent), preservative (artificial color, potassium sorbate, salt, and soybean oil), sodium acid pyrophosphate, spice potatoes, milk, butter (cream, salt), margarine (soybean oil, water, salt, whey solids, hydrogenated cottonseed oil, vegetable mono and diglycerides, soy lecithin, sodium benzoate preservative, citric acid, artificial flavor, vitamin a palmitate, diacetyl tartaric acid of ester of mono and diglycerides, calcium silicate anticaking agent), preservative (artificial color, potassium sorbate, salt, and soybean oil), sodium acid pyrophosphate, spice "
16,prepared sides,"BelGioioso Cheese Parmesan Freshly Shredded BelGioioso Cheese Parmesan Freshly Shredded BelGioioso Cheese Parmesan Freshly Shredded BelGioioso Cheese Parmesan Freshly Shredded BelGioioso Cheese Parmesan Freshly Shredded BelGioioso Cheese Parmesan Freshly Shredded BelGioioso Cheese Parmesan Freshly Shredded cultured milk, salt, enzymes, cellulose to prevent cakg, natamyc to protect flav cultured milk, salt, enzymes, cellulose to prevent cakg, natamyc to protect flav cultured milk, salt, enzymes, cellulose to prevent cakg, natamyc to protect flav "
17,prepared sides,"Hormel Herb Rubbed Italian Style Beef Roast Au Jus Hormel Herb Rubbed Italian Style Beef Roast Au Jus Hormel Herb Rubbed Italian Style Beef Roast Au Jus Hormel Herb Rubbed Italian Style Beef Roast Au Jus Hormel Herb Rubbed Italian Style Beef Roast Au Jus Hormel Herb Rubbed Italian Style Beef Roast Au Jus Hormel Herb Rubbed Italian Style Beef Roast Au Jus seasoning  water, seasoning (dextrose, modified corn starch, salt, caramel color, onion powder, garlic powder, natural flavor), italian style seasoning (dried garlic, spices, soybean oil, spice extractives, soy lecithin) seasoning  water, seasoning (dextrose, modified corn starch, salt, caramel color, onion powder, garlic powder, natural flavor), italian style seasoning (dried garlic, spices, soybean oil, spice extractives, soy lecithin) seasoning  water, seasoning (dextrose, modified corn starch, salt, caramel color, onion powder, garlic powder, natural flavor), italian style seasoning (dried garlic, spices, soybean oil, spice extractives, soy lecithin) "
18,prepared sides,"John Soules Foods Chicken Fajitas, 8oz John Soules Foods Chicken Fajitas, 8oz John Soules Foods Chicken Fajitas, 8oz John Soules Foods Chicken Fajitas, 8oz John Soules Foods Chicken Fajitas, 8oz John Soules Foods Chicken Fajitas, 8oz John Soules Foods Chicken Fajitas, 8oz boneless, skinless chicken breast with rib meat, water, seasoning (tapioca starch, garlic powder, onion powder, spices, vinegar, sea salt, yeast extract, dextrose, chicken broth, potato starch, citrus extract, mustard) gluten free boneless, skinless chicken breast with rib meat, water, seasoning (tapioca starch, garlic powder, onion powder, spices, vinegar, sea salt, yeast extract, dextrose, chicken broth, potato starch, citrus extract, mustard) gluten free boneless, skinless chicken breast with rib meat, water, seasoning (tapioca starch, garlic powder, onion powder, spices, vinegar, sea salt, yeast extract, dextrose, chicken broth, potato starch, citrus extract, mustard) gluten free "
19,prepared sides,"John Soules Foods Grilled Chicken Breast Strips, 8oz John Soules Foods Grilled Chicken Breast Strips, 8oz John Soules Foods Grilled Chicken Breast Strips, 8oz John Soules Foods Grilled Chicken Breast Strips, 8oz John Soules Foods Grilled Chicken Breast Strips, 8oz John Soules Foods Grilled Chicken Breast Strips, 8oz John Soules Foods Grilled Chicken Breast Strips, 8oz boneless, skinless chicken breast with rib meat, water, seasoning (potato starch, sea salt, vinegar, garlic powder, onion powder, yeast extract, dextrose, spice, citrus extract) gluten free boneless, skinless chicken breast with rib meat, water, seasoning (potato starch, sea salt, vinegar, garlic powder, onion powder, yeast extract, dextrose, spice, citrus extract) gluten free boneless, skinless chicken breast with rib meat, water, seasoning (potato starch, sea salt, vinegar, garlic powder, onion powder, yeast extract, dextrose, spice, citrus extract) gluten free "
