,label,text
10,precut and ready to eat,"Maries Raspberry Vinaigrette 115 fl oz Bottle Maries Raspberry Vinaigrette 115 fl oz Bottle Maries Raspberry Vinaigrette 115 fl oz Bottle Maries Raspberry Vinaigrette 115 fl oz Bottle Maries Raspberry Vinaigrette 115 fl oz Bottle Maries Raspberry Vinaigrette 115 fl oz Bottle Maries Raspberry Vinaigrette 115 fl oz Bottle water, sugar, red wine vinegar, red raspberry puree, soybean oil, extra virgin olive oil, contains less than 2% of fruit juice concentrate (apple, red grape, elderberry, red raspberry), corn starch, xanthan gum, spice, salt, natural flavor, parsley, citric acid, tannic acid water, sugar, red wine vinegar, red raspberry puree, soybean oil, extra virgin olive oil, contains less than 2% of fruit juice concentrate (apple, red grape, elderberry, red raspberry), corn starch, xanthan gum, spice, salt, natural flavor, parsley, citric acid, tannic acid water, sugar, red wine vinegar, red raspberry puree, soybean oil, extra virgin olive oil, contains less than 2% of fruit juice concentrate (apple, red grape, elderberry, red raspberry), corn starch, xanthan gum, spice, salt, natural flavor, parsley, citric acid, tannic acid "
11,precut and ready to eat,"Marzetti Old Fashioned Caramel Apple Dip, 6 count Marzetti Old Fashioned Caramel Apple Dip, 6 count Marzetti Old Fashioned Caramel Apple Dip, 6 count Marzetti Old Fashioned Caramel Apple Dip, 6 count Marzetti Old Fashioned Caramel Apple Dip, 6 count Marzetti Old Fashioned Caramel Apple Dip, 6 count Marzetti Old Fashioned Caramel Apple Dip, 6 count high fructose corn syrup, nonfat milk, palm oil, corn syrup, sugar, butter (cream, salt), modified corn starch, less than 2% of disodium phosphate, potassium sorbate (preservative), salt, mono and diglycerides, artificial flavors high fructose corn syrup, nonfat milk, palm oil, corn syrup, sugar, butter (cream, salt), modified corn starch, less than 2% of disodium phosphate, potassium sorbate (preservative), salt, mono and diglycerides, artificial flavors high fructose corn syrup, nonfat milk, palm oil, corn syrup, sugar, butter (cream, salt), modified corn starch, less than 2% of disodium phosphate, potassium sorbate (preservative), salt, mono and diglycerides, artificial flavors "
12,precut and ready to eat,"Marzetti Chocolate Fruit Dip, 15 oz Marzetti Chocolate Fruit Dip, 15 oz Marzetti Chocolate Fruit Dip, 15 oz Marzetti Chocolate Fruit Dip, 15 oz Marzetti Chocolate Fruit Dip, 15 oz Marzetti Chocolate Fruit Dip, 15 oz Marzetti Chocolate Fruit Dip, 15 oz high fructose corn syrup, nonfat milk, corn syrup, sugar, chocolate liquor, cocoa (processed with alkali), less than 2% of palm oil, cocoa, modified corn starch, salt, disodium phosphate, potassium sorbate (preservative), sodium alginate, mono and diglycerides, artificial flavors, natural flavor high fructose corn syrup, nonfat milk, corn syrup, sugar, chocolate liquor, cocoa (processed with alkali), less than 2% of palm oil, cocoa, modified corn starch, salt, disodium phosphate, potassium sorbate (preservative), sodium alginate, mono and diglycerides, artificial flavors, natural flavor high fructose corn syrup, nonfat milk, corn syrup, sugar, chocolate liquor, cocoa (processed with alkali), less than 2% of palm oil, cocoa, modified corn starch, salt, disodium phosphate, potassium sorbate (preservative), sodium alginate, mono and diglycerides, artificial flavors, natural flavor "
13,precut and ready to eat,"Marzetti Old Fashioned Caramel Dip, 160 OZ Marzetti Old Fashioned Caramel Dip, 160 OZ Marzetti Old Fashioned Caramel Dip, 160 OZ Marzetti Old Fashioned Caramel Dip, 160 OZ Marzetti Old Fashioned Caramel Dip, 160 OZ Marzetti Old Fashioned Caramel Dip, 160 OZ Marzetti Old Fashioned Caramel Dip, 160 OZ high fructose corn syrup, nonfat milk, corn syrup, sugar, palm oil, modified cornstarch, butter (cream, salt), less than 2% of disodium phosphate, potassium sorbate (preservative), salt, mono- and diglycerides, artificial flavor, water, molasses, caramel color, natural flavor high fructose corn syrup, nonfat milk, corn syrup, sugar, palm oil, modified cornstarch, butter (cream, salt), less than 2% of disodium phosphate, potassium sorbate (preservative), salt, mono- and diglycerides, artificial flavor, water, molasses, caramel color, natural flavor high fructose corn syrup, nonfat milk, corn syrup, sugar, palm oil, modified cornstarch, butter (cream, salt), less than 2% of disodium phosphate, potassium sorbate (preservative), salt, mono- and diglycerides, artificial flavor, water, molasses, caramel color, natural flavor "
14,precut and ready to eat,"Marzetti Glaze for Strawberries Sugar Free, 1275 OZ Marzetti Glaze for Strawberries Sugar Free, 1275 OZ Marzetti Glaze for Strawberries Sugar Free, 1275 OZ Marzetti Glaze for Strawberries Sugar Free, 1275 OZ Marzetti Glaze for Strawberries Sugar Free, 1275 OZ Marzetti Glaze for Strawberries Sugar Free, 1275 OZ Marzetti Glaze for Strawberries Sugar Free, 1275 OZ water, modified corn starch, salt, natural flavors, citric acid, potassium sorbate and sodium benzoate added as preservatives, lemon juice concentrate, sucralose, red 40 water, modified corn starch, salt, natural flavors, citric acid, potassium sorbate and sodium benzoate added as preservatives, lemon juice concentrate, sucralose, red 40 water, modified corn starch, salt, natural flavors, citric acid, potassium sorbate and sodium benzoate added as preservatives, lemon juice concentrate, sucralose, red 40 "
15,precut and ready to eat,"Chatham Village Traditional Cut Garlic Butter Croutons, 5 Oz Chatham Village Traditional Cut Garlic Butter Croutons, 5 Oz Chatham Village Traditional Cut Garlic Butter Croutons, 5 Oz Chatham Village Traditional Cut Garlic Butter Croutons, 5 Oz Chatham Village Traditional Cut Garlic Butter Croutons, 5 Oz Chatham Village Traditional Cut Garlic Butter Croutons, 5 Oz Chatham Village Traditional Cut Garlic Butter Croutons, 5 Oz enriched wheat flour (wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), canola , sunflower oil, dehydrated garlic, salt, yeast, water, natural butter flavor (a milk ingredient), malted barley flour, citric acid , tocopherols added to maintain freshness enriched wheat flour (wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), canola , sunflower oil, dehydrated garlic, salt, yeast, water, natural butter flavor (a milk ingredient), malted barley flour, citric acid , tocopherols added to maintain freshness enriched wheat flour (wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), canola , sunflower oil, dehydrated garlic, salt, yeast, water, natural butter flavor (a milk ingredient), malted barley flour, citric acid , tocopherols added to maintain freshness "
16,fresh vegetables,Sunset Organic English Seedless Cucumber Sunset Organic English Seedless Cucumber Sunset Organic English Seedless Cucumber Sunset Organic English Seedless Cucumber Sunset Organic English Seedless Cucumber Sunset Organic English Seedless Cucumber Sunset Organic English Seedless Cucumber cucumber cucumber cucumber 
17,fresh vegetables,"White Pearl Onions, 10 oz White Pearl Onions, 10 oz White Pearl Onions, 10 oz White Pearl Onions, 10 oz White Pearl Onions, 10 oz White Pearl Onions, 10 oz White Pearl Onions, 10 oz white pearl onions white pearl onions white pearl onions "
18,fresh vegetables,"Fresh White Mushrooms, 8 oz Fresh White Mushrooms, 8 oz Fresh White Mushrooms, 8 oz Fresh White Mushrooms, 8 oz Fresh White Mushrooms, 8 oz Fresh White Mushrooms, 8 oz Fresh White Mushrooms, 8 oz whole white mushrooms whole white mushrooms whole white mushrooms "
19,fresh vegetables,"Shallots, 3 oz Shallots, 3 oz Shallots, 3 oz Shallots, 3 oz Shallots, 3 oz Shallots, 3 oz Shallots, 3 oz shallots shallots shallots "
20,fresh vegetables,"Frieda's Boiler Onions, 1lb bag Frieda's Boiler Onions, 1lb bag Frieda's Boiler Onions, 1lb bag Frieda's Boiler Onions, 1lb bag Frieda's Boiler Onions, 1lb bag Frieda's Boiler Onions, 1lb bag Frieda's Boiler Onions, 1lb bag white boiler onions white boiler onions white boiler onions "
21,fresh fruit,Mandarin Oranges Mandarin Oranges Mandarin Oranges Mandarin Oranges Mandarin Oranges Mandarin Oranges Mandarin Oranges anges are  season year-round anges are  season year-round anges are  season year-round 
22,fresh fruit,Red Grapefruit Red Grapefruit Red Grapefruit Red Grapefruit Red Grapefruit Red Grapefruit Red Grapefruit grapefruits are  season right now! grapefruits are typically  season between the months  december and april grapefruits are  season right now! grapefruits are typically  season between the months  december and april grapefruits are  season right now! grapefruits are typically  season between the months  december and april 
23,fresh fruit,Hass Avocado Hass Avocado Hass Avocado Hass Avocado Hass Avocado Hass Avocado Hass Avocado avocados are  season year-round avocados are  season year-round avocados are  season year-round 
24,fresh vegetables,"The Garlic Company Of California Minced Garlic, 45 oz The Garlic Company Of California Minced Garlic, 45 oz The Garlic Company Of California Minced Garlic, 45 oz The Garlic Company Of California Minced Garlic, 45 oz The Garlic Company Of California Minced Garlic, 45 oz The Garlic Company Of California Minced Garlic, 45 oz The Garlic Company Of California Minced Garlic, 45 oz garlic, water, citric acid garlic, water, citric acid garlic, water, citric acid "
25,fresh vegetables,"Spice World Organic Garlic, 30 OZ Spice World Organic Garlic, 30 OZ Spice World Organic Garlic, 30 OZ Spice World Organic Garlic, 30 OZ Spice World Organic Garlic, 30 OZ Spice World Organic Garlic, 30 OZ Spice World Organic Garlic, 30 OZ garlic garlic garlic "
26,fresh vegetables,Sweet Mini Peppers 1 lb Bag Sweet Mini Peppers 1 lb Bag Sweet Mini Peppers 1 lb Bag Sweet Mini Peppers 1 lb Bag Sweet Mini Peppers 1 lb Bag Sweet Mini Peppers 1 lb Bag Sweet Mini Peppers 1 lb Bag mini pepper mini pepper mini pepper 
27,precut and ready to eat,"Marketside Mild Salsa, 24 oz Marketside Mild Salsa, 24 oz Marketside Mild Salsa, 24 oz Marketside Mild Salsa, 24 oz Marketside Mild Salsa, 24 oz Marketside Mild Salsa, 24 oz Marketside Mild Salsa, 24 oz tomatoes with seasoning (tomatoes, tomato juice, sugar, salt, seasoning dehydrated onion, citric acid, celery powder, dehydrated garlic, jalapeno pepper, vinegar, citric acid, calcium chloride), onion, cilantro, jalapeno pepper, green bell pepper, vinegar, salt, lime juice from concentrate, sugar, cumin, garlic, citric acid, jalapeno pepper tomatoes with seasoning (tomatoes, tomato juice, sugar, salt, seasoning dehydrated onion, citric acid, celery powder, dehydrated garlic, jalapeno pepper, vinegar, citric acid, calcium chloride), onion, cilantro, jalapeno pepper, green bell pepper, vinegar, salt, lime juice from concentrate, sugar, cumin, garlic, citric acid, jalapeno pepper tomatoes with seasoning (tomatoes, tomato juice, sugar, salt, seasoning dehydrated onion, citric acid, celery powder, dehydrated garlic, jalapeno pepper, vinegar, citric acid, calcium chloride), onion, cilantro, jalapeno pepper, green bell pepper, vinegar, salt, lime juice from concentrate, sugar, cumin, garlic, citric acid, jalapeno pepper "
28,fresh vegetables,"Iceberg Lettuce, each Iceberg Lettuce, each Iceberg Lettuce, each Iceberg Lettuce, each Iceberg Lettuce, each Iceberg Lettuce, each Iceberg Lettuce, each lettuce, iceberg (includes crisphead types), raw lettuce, iceberg (includes crisphead types), raw lettuce, iceberg (includes crisphead types), raw "
29,fresh vegetables,"Ocean Mist Farms Celery Hearts, 4540 G Ocean Mist Farms Celery Hearts, 4540 G Ocean Mist Farms Celery Hearts, 4540 G Ocean Mist Farms Celery Hearts, 4540 G Ocean Mist Farms Celery Hearts, 4540 G Ocean Mist Farms Celery Hearts, 4540 G Ocean Mist Farms Celery Hearts, 4540 G celery celery celery "
30,fresh vegetables,"Cauliflower, Head Cauliflower, Head Cauliflower, Head Cauliflower, Head Cauliflower, Head Cauliflower, Head Cauliflower, Head cauliflower, raw cauliflower, raw cauliflower, raw "
31,fresh vegetables,"Marketside Leafy Romaine Salad, 10 oz Marketside Leafy Romaine Salad, 10 oz Marketside Leafy Romaine Salad, 10 oz Marketside Leafy Romaine Salad, 10 oz Marketside Leafy Romaine Salad, 10 oz Marketside Leafy Romaine Salad, 10 oz Marketside Leafy Romaine Salad, 10 oz romaine lettuce, red leaf lettuce romaine lettuce, red leaf lettuce romaine lettuce, red leaf lettuce "
32,fresh fruit,"Organic Limes, 1lb Bag Organic Limes, 1lb Bag Organic Limes, 1lb Bag Organic Limes, 1lb Bag Organic Limes, 1lb Bag Organic Limes, 1lb Bag Organic Limes, 1lb Bag limes limes limes "
33,fresh fruit,"Fresh Organic Green Grapes, per lb Fresh Organic Green Grapes, per lb Fresh Organic Green Grapes, per lb Fresh Organic Green Grapes, per lb Fresh Organic Green Grapes, per lb Fresh Organic Green Grapes, per lb Fresh Organic Green Grapes, per lb    "
34,precut and ready to eat,"Wholly Guacamole Minis Classic Mild, 6 count, 2 oz Wholly Guacamole Minis Classic Mild, 6 count, 2 oz Wholly Guacamole Minis Classic Mild, 6 count, 2 oz Wholly Guacamole Minis Classic Mild, 6 count, 2 oz Wholly Guacamole Minis Classic Mild, 6 count, 2 oz Wholly Guacamole Minis Classic Mild, 6 count, 2 oz Wholly Guacamole Minis Classic Mild, 6 count, 2 oz hass avocado, vinegar, jalapeno pepper, dehydrated onion, salt, granulated garlic hass avocado, vinegar, jalapeno pepper, dehydrated onion, salt, granulated garlic hass avocado, vinegar, jalapeno pepper, dehydrated onion, salt, granulated garlic "
35,fresh vegetables,Zucchini Squash Zucchini Squash Zucchini Squash Zucchini Squash Zucchini Squash Zucchini Squash Zucchini Squash    
36,fresh fruit,Blueberries Package Blueberries Package Blueberries Package Blueberries Package Blueberries Package Blueberries Package Blueberries Package    
37,fresh vegetables,"Simply Perfect Russet Potatoes, 5 Lb Simply Perfect Russet Potatoes, 5 Lb Simply Perfect Russet Potatoes, 5 Lb Simply Perfect Russet Potatoes, 5 Lb Simply Perfect Russet Potatoes, 5 Lb Simply Perfect Russet Potatoes, 5 Lb Simply Perfect Russet Potatoes, 5 Lb    "
38,precut and ready to eat,"Litehouse Dressing Dip Homestyle Ranch, 130 FL OZ Litehouse Dressing Dip Homestyle Ranch, 130 FL OZ Litehouse Dressing Dip Homestyle Ranch, 130 FL OZ Litehouse Dressing Dip Homestyle Ranch, 130 FL OZ Litehouse Dressing Dip Homestyle Ranch, 130 FL OZ Litehouse Dressing Dip Homestyle Ranch, 130 FL OZ Litehouse Dressing Dip Homestyle Ranch, 130 FL OZ canola oil, low fat buttermilk (skim milk, whey, water, skim milk solids, whey solids, corn starch, tapioca starch, disodium phosphate, carrageenan gum, locust bean gum, culture), water, egg yolk, non fat sour cream (cultured skim milk, corn starch, tapioca starch, carrageenan gum, locust bean gum), distilled vinegar, salt, natural flavor, sugar, dried garlic, dried onion, spices, modified corn starch, dried green onion, lactic acid, xanthan gum, guar gum canola oil, low fat buttermilk (skim milk, whey, water, skim milk solids, whey solids, corn starch, tapioca starch, disodium phosphate, carrageenan gum, locust bean gum, culture), water, egg yolk, non fat sour cream (cultured skim milk, corn starch, tapioca starch, carrageenan gum, locust bean gum), distilled vinegar, salt, natural flavor, sugar, dried garlic, dried onion, spices, modified corn starch, dried green onion, lactic acid, xanthan gum, guar gum canola oil, low fat buttermilk (skim milk, whey, water, skim milk solids, whey solids, corn starch, tapioca starch, disodium phosphate, carrageenan gum, locust bean gum, culture), water, egg yolk, non fat sour cream (cultured skim milk, corn starch, tapioca starch, carrageenan gum, locust bean gum), distilled vinegar, salt, natural flavor, sugar, dried garlic, dried onion, spices, modified corn starch, dried green onion, lactic acid, xanthan gum, guar gum "
39,fresh vegetables,"MicrowaveReady Russet Potato, 8 Oz MicrowaveReady Russet Potato, 8 Oz MicrowaveReady Russet Potato, 8 Oz MicrowaveReady Russet Potato, 8 Oz MicrowaveReady Russet Potato, 8 Oz MicrowaveReady Russet Potato, 8 Oz MicrowaveReady Russet Potato, 8 Oz potato russet pre-washed single-serve microwave potato russet pre-washed single-serve microwave potato russet pre-washed single-serve microwave "
40,fresh vegetables,"Simply Perfect Red Potatoes, 5 Lb Simply Perfect Red Potatoes, 5 Lb Simply Perfect Red Potatoes, 5 Lb Simply Perfect Red Potatoes, 5 Lb Simply Perfect Red Potatoes, 5 Lb Simply Perfect Red Potatoes, 5 Lb Simply Perfect Red Potatoes, 5 Lb rose potatoes rose potatoes rose potatoes "
41,fresh vegetables,"Simply Perfect Russet Potatoes, 10 Lb Simply Perfect Russet Potatoes, 10 Lb Simply Perfect Russet Potatoes, 10 Lb Simply Perfect Russet Potatoes, 10 Lb Simply Perfect Russet Potatoes, 10 Lb Simply Perfect Russet Potatoes, 10 Lb Simply Perfect Russet Potatoes, 10 Lb potatoes potatoes potatoes "
42,fresh vegetables,"Grape Tomatoes, 1 pint Grape Tomatoes, 1 pint Grape Tomatoes, 1 pint Grape Tomatoes, 1 pint Grape Tomatoes, 1 pint Grape Tomatoes, 1 pint Grape Tomatoes, 1 pint sweet grape tomatoes sweet grape tomatoes sweet grape tomatoes "
43,fresh vegetables,"Bolthouse Farms Peeled Baby Cut Carrots, 1 lb Bag Bolthouse Farms Peeled Baby Cut Carrots, 1 lb Bag Bolthouse Farms Peeled Baby Cut Carrots, 1 lb Bag Bolthouse Farms Peeled Baby Cut Carrots, 1 lb Bag Bolthouse Farms Peeled Baby Cut Carrots, 1 lb Bag Bolthouse Farms Peeled Baby Cut Carrots, 1 lb Bag Bolthouse Farms Peeled Baby Cut Carrots, 1 lb Bag carrots carrots carrots "
44,fresh vegetables,"Peeled BabyCut Carrots, 2 lbs Peeled BabyCut Carrots, 2 lbs Peeled BabyCut Carrots, 2 lbs Peeled BabyCut Carrots, 2 lbs Peeled BabyCut Carrots, 2 lbs Peeled BabyCut Carrots, 2 lbs Peeled BabyCut Carrots, 2 lbs carrots carrots carrots "
45,fresh vegetables,"Whole Mushrooms, 16 oz Whole Mushrooms, 16 oz Whole Mushrooms, 16 oz Whole Mushrooms, 16 oz Whole Mushrooms, 16 oz Whole Mushrooms, 16 oz Whole Mushrooms, 16 oz not a significant source of saturated fat, trans fat, cholesterol, sugars, vitamin a, and calcium percent daily values are based on a 2,000 calorie diet not a significant source of saturated fat, trans fat, cholesterol, sugars, vitamin a, and calcium percent daily values are based on a 2,000 calorie diet not a significant source of saturated fat, trans fat, cholesterol, sugars, vitamin a, and calcium percent daily values are based on a 2,000 calorie diet "
46,fresh fruit,Natures Way Banana Keeper Natures Way Banana Keeper Natures Way Banana Keeper Natures Way Banana Keeper Natures Way Banana Keeper Natures Way Banana Keeper Natures Way Banana Keeper    
47,fresh vegetables,"Cubanelle Peppers, each Cubanelle Peppers, each Cubanelle Peppers, each Cubanelle Peppers, each Cubanelle Peppers, each Cubanelle Peppers, each Cubanelle Peppers, each    "
